"","Üniversite.Adı","Engel.Türü","Üniversite.Türü","İl.Adı","Erkek","Kadın","yil"
"210","İSTANBUL GELİŞİM ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","VAKIF","İSTANBUL",1,1,"2013"
"211","İSTANBUL KAVRAM MESLEK YÜKSEKOKULU","FİZİKSEL
  ENGELLİLER","VAKIF MYO","İSTANBUL",2,0,"2013"
"212","İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2013"
"213","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İSTANBUL",1,0,"2013"
"214","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",7,1,"2013"
"215","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2013"
"216","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",0,1,"2013"
"217","İSTANBUL MEDENİYET ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",0,1,"2013"
"218","İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,1,"2013"
"219","İSTANBUL ŞEHİR ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2013"
"220","İSTANBUL ŞEHİR ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İSTANBUL",1,0,"2013"
"221","İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU","FİZİKSEL
  ENGELLİLER","VAKIF MYO","İSTANBUL",0,1,"2013"
"222","İSTANBUL TİCARET ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,1,"2013"
"223","İSTANBUL TİCARET ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2013"
"224","İSTANBUL ÜNİVERSİTESİ","DİĞER","DEVLET","İSTANBUL",17,3,"2013"
"225","İSTANBUL ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","İSTANBUL",0,1,"2013"
"226","İSTANBUL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",35,21,"2013"
"227","İSTANBUL ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","İSTANBUL",6,5,"2013"
"228","İSTANBUL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",13,14,"2013"
"229","İSTANBUL ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İSTANBUL",3,1,"2013"
"230","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,1,"2013"
"231","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",0,1,"2013"
"232","İZMİR EKONOMİ ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",3,8,"2013"
"233","İZMİR EKONOMİ ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İZMİR",0,2,"2013"
"234","İZMİR EKONOMİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İZMİR",3,0,"2013"
"235","İZMİR EKONOMİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İZMİR",2,2,"2013"
"236","İZMİR EKONOMİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İZMİR",0,1,"2013"
"237","İZMİR EKONOMİ ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İZMİR",2,0,"2013"
"238","İZMİR EKONOMİ ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","VAKIF","İZMİR",2,2,"2013"
"239","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İZMİR",1,0,"2013"
"240","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İZMİR",1,0,"2013"
"241","İZMİR ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",2,3,"2013"
"242","İZMİR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İZMİR",0,1,"2013"
"243","İZMİR ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İZMİR",2,1,"2013"
"244","KARABÜK ÜNİVERSİTESİ","DİĞER","DEVLET","KARABÜK",29,10,"2013"
"245","KARADENİZ TEKNİK ÜNİVERSİTESİ","DİĞER","DEVLET","TRABZON",12,5,"2013"
"246","KARADENİZ TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","TRABZON",3,0,"2013"
"247","KARADENİZ TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","TRABZON",3,2,"2013"
"248","KARADENİZ TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","TRABZON",1,1,"2013"
"249","KARADENİZ TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","TRABZON",1,0,"2013"
"250","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KARAMAN",4,1,"2013"
"251","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KARAMAN",1,0,"2013"
"252","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KARAMAN",1,0,"2013"
"253","KIRKLARELİ ÜNİVERSİTESİ","DİĞER","DEVLET","KIRKLARELİ",1,0,"2013"
"254","KIRKLARELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KIRKLARELİ",3,2,"2013"
"255","KIRKLARELİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KIRKLARELİ",1,2,"2013"
"256","KIRKLARELİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KIRKLARELİ",2,0,"2013"
"257","KIRKLARELİ ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KIRKLARELİ",1,0,"2013"
"258","KOÇ ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",1,0,"2013"
"259","KOÇ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",4,2,"2013"
"260","KOÇ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",4,1,"2013"
"261","KOÇ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,2,"2013"
"262","KTO KARATAY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KONYA",2,0,"2013"
"263","MALTEPE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",3,4,"2013"
"264","MARMARA ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","DEVLET","İSTANBUL",0,1,"2013"
"265","MARMARA ÜNİVERSİTESİ","DİĞER","DEVLET","İSTANBUL",2,2,"2013"
"266","MARMARA ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","İSTANBUL",0,1,"2013"
"267","MARMARA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",13,8,"2013"
"268","MARMARA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",14,13,"2013"
"269","MARMARA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İSTANBUL",2,4,"2013"
"270","MARMARA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İSTANBUL",1,0,"2013"
"271","MARMARA ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","İSTANBUL",1,0,"2013"
"272","MEHMET AKİF ERSOY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BURDUR",5,0,"2013"
"273","MEHMET AKİF ERSOY ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BURDUR",2,3,"2013"
"274","MEHMET AKİF ERSOY ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BURDUR",2,1,"2013"
"275","MEHMET AKİF ERSOY ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BURDUR",1,2,"2013"
"276","MEHMET AKİF ERSOY ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","BURDUR",0,2,"2013"
"277","MELİKŞAH ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KAYSERİ",3,2,"2013"
"278","MELİKŞAH ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","VAKIF","KAYSERİ",1,0,"2013"
"279","MERSİN ÜNİVERSİTESİ","DİĞER","DEVLET","İÇEL",5,2,"2013"
"280","MERSİN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İÇEL",2,1,"2013"
"281","MERSİN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İÇEL",3,0,"2013"
"282","MEVLANA ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","KONYA",0,3,"2013"
"283","MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","İSTANBUL",1,0,"2013"
"284","MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",2,1,"2013"
"285","MUSTAFA KEMAL ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","DEVLET","HATAY",1,0,"2013"
"286","MUSTAFA KEMAL ÜNİVERSİTESİ","DİĞER","DEVLET","HATAY",2,0,"2013"
"287","MUSTAFA KEMAL ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","HATAY",0,1,"2013"
"288","MUSTAFA KEMAL ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","HATAY",2,0,"2013"
"289","MUSTAFA KEMAL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","HATAY",6,3,"2013"
"290","MUSTAFA KEMAL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","HATAY",6,2,"2013"
"291","MUSTAFA KEMAL ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","HATAY",2,3,"2013"
"292","MUSTAFA KEMAL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","HATAY",1,0,"2013"
"293","MUŞ ALPARSLAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MUŞ",1,1,"2013"
"294","MUŞ ALPARSLAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MUŞ",2,0,"2013"
"295","NAMIK KEMAL ÜNİVERSİTESİ","DİĞER","DEVLET","TEKİRDAĞ",6,5,"2013"
"296","NECMETTİN ERBAKAN ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","KONYA",1,0,"2013"
"297","NECMETTİN ERBAKAN ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","KONYA",1,0,"2013"
"298","NECMETTİN ERBAKAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KONYA",5,2,"2013"
"299","NECMETTİN ERBAKAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KONYA",5,2,"2013"
"300","NECMETTİN ERBAKAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KONYA",0,4,"2013"
"301","NECMETTİN ERBAKAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KONYA",1,1,"2013"
"302","NUH NACİ YAZGAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KAYSERİ",0,2,"2013"
"303","OKAN ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","İSTANBUL",1,0,"2013"
"304","OKAN ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",2,5,"2013"
"305","OKAN ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İSTANBUL",0,1,"2013"
"306","OKAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",3,1,"2013"
"307","OKAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",4,1,"2013"
"308","OKAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",3,1,"2013"
"309","OKAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",0,1,"2013"
"310","OKAN ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İSTANBUL",1,0,"2013"
"311","ONDOKUZ MAYIS ÜNİVERSİTESİ","DİĞER","DEVLET","SAMSUN",6,5,"2013"
"312","ONDOKUZ MAYIS ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SAMSUN",4,2,"2013"
"313","ONDOKUZ MAYIS ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SAMSUN",5,2,"2013"
"314","ONDOKUZ MAYIS ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","SAMSUN",2,0,"2013"
"315","ONDOKUZ MAYIS ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","SAMSUN",1,1,"2013"
"316","ONDOKUZ MAYIS ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","SAMSUN",1,1,"2013"
"317","ORDU ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ORDU",1,0,"2013"
"318","ORDU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ORDU",1,3,"2013"
"319","ORDU ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ORDU",3,0,"2013"
"320","ORDU ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ORDU",0,10,"2013"
"321","ORDU ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ORDU",0,1,"2013"
"322","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","ANKARA",0,2,"2013"
"323","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",8,6,"2013"
"324","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","ANKARA",1,1,"2013"
"325","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",13,6,"2013"
"326","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ANKARA",4,3,"2013"
"327","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ANKARA",32,27,"2013"
"328","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","ANKARA",1,0,"2013"
"329","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","ANKARA",7,2,"2013"
"330","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","OSMANİYE",4,0,"2013"
"331","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","OSMANİYE",6,0,"2013"
"332","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","OSMANİYE",3,0,"2013"
"333","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","OSMANİYE",2,0,"2013"
"334","ÖZYEĞİN ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",2,1,"2013"
"335","ÖZYEĞİN ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İSTANBUL",2,0,"2013"
"336","ÖZYEĞİN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,1,"2013"
"337","ÖZYEĞİN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",4,1,"2013"
"338","ÖZYEĞİN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2013"
"339","SABANCI ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İSTANBUL",0,1,"2013"
"340","SABANCI ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",2,0,"2013"
"341","SAKARYA ÜNİVERSİTESİ","DİĞER","DEVLET","SAKARYA",1,2,"2013"
"342","SAKARYA ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","SAKARYA",1,0,"2013"
"343","SAKARYA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SAKARYA",6,7,"2013"
"344","SAKARYA ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","SAKARYA",0,1,"2013"
"345","SAKARYA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SAKARYA",4,2,"2013"
"346","SAKARYA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SAKARYA",2,1,"2013"
"347","SAKARYA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","SAKARYA",15,14,"2013"
"348","SAKARYA ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","SAKARYA",3,3,"2013"
"349","SELÇUK ÜNİVERSİTESİ","DİĞER","DEVLET","KONYA",15,3,"2013"
"350","SELÇUK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KONYA",29,14,"2013"
"351","SELÇUK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KONYA",17,6,"2013"
"352","SELÇUK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KONYA",14,6,"2013"
"353","SİNOP ÜNİVERSİTESİ","DİĞER","DEVLET","SİNOP",1,0,"2013"
"354","SİNOP ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SİNOP",1,1,"2013"
"355","SİNOP ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SİNOP",1,0,"2013"
"356","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","DİĞER","DEVLET","ISPARTA",21,16,"2013"
"357","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","ISPARTA",4,0,"2013"
"358","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ISPARTA",5,2,"2013"
"359","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ISPARTA",19,12,"2013"
"360","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ISPARTA",34,8,"2013"
"361","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ISPARTA",43,14,"2013"
"362","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ISPARTA",30,29,"2013"
"363","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","ISPARTA",2,2,"2013"
"364","ŞİFA ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",1,0,"2013"
"365","ŞİFA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İZMİR",1,0,"2013"
"366","TED ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","ANKARA",1,0,"2013"
"367","TED ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","ANKARA",2,1,"2013"
"368","TED ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",1,0,"2013"
"369","TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","ANKARA",0,1,"2013"
"370","TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",1,1,"2013"
"371","TOROS ÜNİVERSİTESİ","DİĞER","VAKIF","İÇEL",0,1,"2013"
"372","TOROS ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İÇEL",2,0,"2013"
"373","TOROS ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İÇEL",0,1,"2013"
"374","TOROS ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İÇEL",1,0,"2013"
"375","TRAKYA ÜNİVERSİTESİ","DİĞER","DEVLET","EDİRNE",5,2,"2013"
"376","TRAKYA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","EDİRNE",6,3,"2013"
"377","TRAKYA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","EDİRNE",4,4,"2013"
"378","TRAKYA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","EDİRNE",2,1,"2013"
"379","UFUK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","ANKARA",0,2,"2013"
"380","ULUDAĞ ÜNİVERSİTESİ","DİĞER","DEVLET","BURSA",27,20,"2013"
"381","ULUDAĞ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BURSA",13,6,"2013"
"382","ULUDAĞ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BURSA",16,1,"2013"
"383","ULUDAĞ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BURSA",13,7,"2013"
"384","ÜSKÜDAR ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",0,3,"2013"
"385","ÜSKÜDAR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,1,"2013"
"386","YAŞAR ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",2,3,"2013"
"387","YAŞAR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İZMİR",2,1,"2013"
"388","YAŞAR ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İZMİR",2,1,"2013"
"389","YAŞAR ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İZMİR",4,0,"2013"
"390","YEDİTEPE ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",11,20,"2013"
"391","YEDİTEPE ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İSTANBUL",3,1,"2013"
"392","YEDİTEPE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,7,"2013"
"393","YEDİTEPE ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",10,12,"2013"
"394","YEDİTEPE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",31,72,"2013"
"395","YEDİTEPE ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İSTANBUL",4,5,"2013"
"396","YENİ YÜZYIL ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",2,0,"2013"
"397","YILDIRIM BEYAZIT ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","DEVLET","ANKARA",1,0,"2013"
"398","YILDIRIM BEYAZIT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",0,1,"2013"
"399","YILDIRIM BEYAZIT ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",1,0,"2013"
"400","YILDIZ TEKNİK ÜNİVERSİTESİ","DİĞER","DEVLET","İSTANBUL",7,2,"2013"
"401","YILDIZ TEKNİK ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","İSTANBUL",2,0,"2013"
"402","YILDIZ TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",8,1,"2013"
"403","YILDIZ TEKNİK ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","İSTANBUL",1,0,"2013"
"404","YILDIZ TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",9,2,"2013"
"405","YILDIZ TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İSTANBUL",3,0,"2013"
"406","YILDIZ TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İSTANBUL",6,2,"2013"
"407","ZİRVE ÜNİVERSİTESİ","DİĞER","VAKIF","GAZİANTEP",2,0,"2013"
"408","ZİRVE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","GAZİANTEP",2,0,"2013"
"409","ZİRVE ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","GAZİANTEP",1,2,"2013"
"410","ZİRVE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","GAZİANTEP",1,0,"2013"
"411","ZİRVE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","GAZİANTEP",1,0,"2013"
"412","ABANT İZZET BAYSAL ÜNİVERSİTESİ","DİĞER","DEVLET","BOLU",284,178,"2014"
"413","ABANT İZZET BAYSAL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BOLU",157,127,"2014"
"414","ABANT İZZET BAYSAL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BOLU",197,191,"2014"
"415","ABANT İZZET BAYSAL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BOLU",2,1,"2014"
"416","ABANT İZZET BAYSAL ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","BOLU",1,0,"2014"
"417","ABDULLAH GÜL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KAYSERİ",2,0,"2014"
"418","ACIBADEM ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",1,1,"2014"
